1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice_log,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA
939,858.0,3.0,0,939,639,2006.0,1797,9245,79.0,0.0,53,5,7,939,2006,2006,12.271392111650815,False,False,False,False,False,False,False,True,False,True,False,True,False
784,0.0,2.0,0,784,360,1950.0,784,9000,60.0,0.0,0,3,6,784,1928,1950,11.238488619268468,False,False,True,False,False,False,False,True,False,True,False,False,True
1079,874.0,3.0,985,595,501,1992.0,1953,53107,69.0,0.0,231,5,6,1580,1992,1992,12.388394202324127,False,False,False,False,True,False,False,False,False,False,False,True,False
1269,0.0,2.0,24,1232,430,2004.0,1269,3182,43.0,16.0,20,5,8,1256,2004,2005,12.165250651009918,False,False,True,False,True,False,False,False,False,False,False,True,False
658,526.0,5.0,0,658,0,1980.0,1184,8410,58.0,0.0,151,3,5,658,1910,1996,11.302204433654577,False,False,True,False,False,False,False,True,False,True,False,False,True
1125,0.0,3.0,631,410,352,1977.0,1125,7200,72.0,255.0,0,6,6,1041,1976,1976,11.736069016284436,False,False,False,False,False,False,False,False,False,True,False,False,True
1479,0.0,3.0,0,1468,577,1999.0,1479,9382,93.0,125.0,25,5,7,1468,1999,2000,12.160028707028768,False,False,True,False,False,False,False,True,True,False,False,True,False
1742,590.0,3.0,1280,402,846,2008.0,2332,12474,96.0,272.0,134,5,10,1682,2007,2008,12.962194625251508,False,False,False,False,True,False,False,False,False,False,False,False,False
961,406.0,4.0,241,229,384,1978.0,1367,8405,50.0,0.0,130,8,5,861,1900,1950,11.686878772093667,False,False,True,False,False,False,True,False,False,True,False,False,True
804,1157.0,3.0,690,114,560,2001.0,1961,12209,71.0,0.0,192,5,6,804,2001,2002,12.2783933071098,False,False,True,False,False,False,False,False,False,False,False,True,False
882,0.0,3.0,0,0,294,1959.0,882,8339,69.0,0.0,0,7,5,0,1959,1959,11.575900264131617,False,False,True,False,False,False,False,True,True,False,False,False,True
788,0.0,2.0,266,522,0,1980.0,788,7446,69.0,0.0,0,5,4,788,1941,1950,11.512925464970229,False,False,True,False,False,False,True,False,False,True,False,False,True
735,299.0,2.0,0,735,240,1940.0,1034,10134,60.0,0.0,39,6,5,735,1940,1950,11.59910316121128,False,False,True,False,False,False,False,True,False,True,False,False,True
1144,0.0,3.0,739,405,596,1956.0,1144,9571,68.0,0.0,0,6,5,1144,1956,1956,11.76756768334381,False,False,False,True,False,False,False,False,False,True,False,False,True
894,0.0,2.0,777,117,600,1985.0,894,7200,60.0,0.0,0,5,5,894,1972,1972,11.719939634354557,False,False,False,False,False,False,True,False,True,False,False,False,True
876,936.0,4.0,540,324,264,1962.0,1812,7590,69.0,288.0,168,5,5,864,1962,1962,12.04060820580264,False,False,True,False,False,False,False,False,True,False,False,False,True
1077,0.0,2.0,0,961,338,1920.0,1077,8967,60.0,0.0,0,2,5,961,1920,1950,11.112447898373103,False,False,True,False,False,False,False,True,False,True,False,False,True
1112,438.0,2.0,812,280,438,2007.0,1550,8125,65.0,100.0,168,5,7,1092,2006,2007,12.392552212472792,False,False,True,False,True,False,False,False,False,False,False,True,False
1288,0.0,1.0,786,474,500,1996.0,1288,14963,38.0,0.0,30,5,8,1260,1996,1996,12.411052226216713,False,False,True,False,True,False,False,False,False,False,False,False,False
1310,0.0,3.0,24,1286,400,2005.0,1310,8767,65.0,0.0,0,5,7,1310,2005,2005,12.01364014498549,False,False,False,False,True,False,False,False,False,False,False,True,False
672,0.0,2.0,0,672,240,1940.0,672,10200,60.0,0.0,0,8,5,672,1940,1997,11.589886506106357,False,False,True,False,False,False,False,True,False,True,False,False,True
1165,0.0,4.0,0,1141,420,1998.0,2263,12090,93.0,650.0,123,5,8,1141,1998,1998,12.460714863903757,False,False,True,False,False,False,False,True,False,False,False,True,False
806,766.0,3.0,0,806,373,1995.0,1572,10364,69.0,0.0,40,5,6,806,1995,1996,12.031719258385396,False,False,True,False,False,False,False,True,False,False,False,False,True
1620,0.0,3.0,1116,165,490,1993.0,1620,9991,69.0,0.0,78,4,4,1281,1976,1993,11.918390573078392,False,False,True,True,False,False,False,False,False,True,False,False,True
1166,0.0,3.0,0,1064,240,1936.0,1639,10480,51.0,0.0,0,5,6,1064,1936,1950,11.652687407345388,False,False,True,False,False,False,False,True,False,True,False,False,True
840,840.0,3.0,0,840,308,1960.0,1680,15576,63.0,0.0,0,7,6,840,1915,1976,12.083905011555968,False,False,True,False,False,False,False,True,False,True,False,False,True
1071,1101.0,3.0,0,1063,947,2006.0,2172,14154,109.0,350.0,62,5,7,1063,2006,2006,12.542544882151386,False,False,True,False,False,False,False,True,True,False,False,True,False
1050,1028.0,3.0,789,245,836,2008.0,2078,10800,85.0,100.0,102,5,8,1034,2007,2008,12.73596533201339,False,False,True,False,True,False,False,False,False,False,False,False,False
1276,0.0,3.0,0,1276,350,1958.0,1276,9571,68.0,0.0,0,3,5,1276,1958,1958,11.002099841204238,False,False,True,False,False,False,False,True,False,True,False,False,True
1056,0.0,3.0,1056,0,572,1955.0,1056,34650,100.0,0.0,0,5,5,1056,1955,1955,11.884489021402713,False,True,False,False,False,False,True,False,False,False,False,False,True
1478,0.0,2.0,578,892,484,2009.0,1478,4403,69.0,432.0,144,5,7,1470,2009,2009,12.310432660854415,False,False,False,False,True,False,False,False,False,False,False,True,False
1028,0.0,2.0,0,1008,360,1927.0,1028,8960,56.0,0.0,0,6,5,1008,1927,1950,11.652687407345388,False,False,True,False,False,False,False,True,False,True,False,False,True
1080,1017.0,3.0,50,499,678,1993.0,2097,11228,59.0,0.0,187,5,7,1080,1993,1993,12.337100907936575,False,False,True,True,False,False,False,False,False,True,False,True,False
1340,0.0,3.0,24,1316,396,2007.0,1340,8899,73.0,0.0,30,5,7,1340,2007,2007,12.106992367829498,False,False,False,False,True,False,False,False,False,False,False,True,False
672,728.0,3.0,209,463,440,1978.0,1400,7844,74.0,203.0,0,7,6,672,1978,1978,11.915051671812876,False,False,True,False,False,False,False,False,False,False,False,False,True
1370,1254.0,4.0,1128,242,864,1918.0,2624,22420,86.0,0.0,0,6,6,1370,1918,1950,12.384218830913648,False,False,True,True,False,False,False,False,False,True,False,False,True
756,378.0,3.0,312,444,240,1940.0,1134,8160,60.0,0.0,0,6,5,756,1940,1950,11.744037185933616,False,False,True,False,False,False,False,False,False,True,False,False,True
1056,0.0,3.0,775,281,304,1968.0,1056,8450,65.0,0.0,85,6,5,1056,1968,1968,11.8635823365834,False,False,True,True,False,False,False,False,False,True,False,False,True
1344,0.0,3.0,1309,35,784,1997.0,1344,7060,78.0,200.0,0,5,7,1344,1997,1998,12.237086699059343,True,False,False,False,True,False,False,False,False,False,False,False,True
1602,0.0,3.0,1246,356,529,1977.0,1602,16635,69.0,126.0,0,7,6,1602,1977,2000,12.2783933071098,False,False,True,False,False,False,False,False,False,False,False,True,False
988,0.0,2.0,0,988,520,1954.0,988,21750,100.0,0.0,0,5,5,988,1954,1954,11.635143097694478,False,False,True,False,False,False,False,True,True,False,False,False,True
1470,0.0,4.0,986,484,696,1998.0,2630,9200,80.0,473.0,66,5,8,1470,1998,1998,12.66032791780777,False,False,True,False,True,False,False,False,False,True,False,True,False
1196,0.0,2.0,616,580,297,1956.0,1196,9000,72.0,74.0,44,5,6,1196,1956,1956,11.842229212112828,False,False,True,False,False,True,False,False,True,False,False,False,True
707,682.0,3.0,0,651,240,1947.0,1389,3378,60.0,0.0,0,8,7,651,1946,1992,11.813030057420567,False,False,True,False,False,False,False,True,False,True,False,False,True
1644,0.0,2.0,1518,0,569,1989.0,1644,12800,69.0,145.0,0,5,7,1518,1989,1989,12.524526376648708,True,False,False,False,True,False,False,False,False,False,False,True,False
907,0.0,3.0,288,619,352,1964.0,907,8593,77.0,0.0,0,6,4,907,1957,1957,11.59917655301345,False,False,True,False,False,False,True,False,False,True,False,False,True
1208,0.0,2.0,664,544,628,2007.0,1208,6762,64.0,108.0,54,5,7,1208,2007,2007,12.18280401859082,False,False,True,False,True,False,False,False,True,False,False,True,False
1412,0.0,3.0,1005,387,576,1988.0,1412,11457,130.0,0.0,0,5,6,1392,1988,1988,12.072541252905651,False,True,False,False,True,False,False,False,False,True,False,True,False
483,504.0,2.0,387,96,264,1971.0,987,1680,21.0,232.0,0,5,6,483,1971,1971,11.35510137977666,False,False,True,False,False,False,False,False,False,True,False,False,True
1088,110.0,4.0,0,901,0,1980.0,1198,5586,60.0,0.0,98,7,6,901,1920,1998,11.288531131754366,False,False,True,False,False,False,False,True,False,True,False,False,True
765,600.0,2.0,471,294,440,1971.0,1365,1920,24.0,376.0,36,5,5,765,1971,1971,11.715866308966918,False,False,True,False,False,False,False,False,False,True,False,False,True
926,678.0,3.0,0,926,470,1997.0,1604,10839,100.0,0.0,36,5,6,926,1997,1998,12.106252310247962,False,False,True,False,False,False,False,True,False,False,False,False,True
630,0.0,1.0,495,135,0,1980.0,630,1890,21.0,0.0,0,7,4,630,1972,1972,11.302204433654577,False,False,False,False,False,False,False,False,False,True,False,False,True
827,834.0,3.0,385,70,550,1996.0,1661,10667,43.0,0.0,61,6,7,799,1996,1996,12.26434155365415,False,False,False,False,True,False,False,False,True,False,False,True,False
734,0.0,2.0,0,648,440,1990.0,1118,4400,40.0,0.0,0,8,6,648,1920,1950,11.661345470088502,False,False,True,False,False,False,False,True,False,True,False,False,True
904,0.0,2.0,0,884,180,1926.0,904,6000,50.0,0.0,0,7,6,884,1926,2004,11.686878772093667,False,False,True,False,False,False,False,True,False,True,False,False,True
694,0.0,3.0,365,75,352,1990.0,694,4280,40.0,0.0,0,6,5,440,1913,2002,11.411446296020374,False,False,True,False,False,True,False,False,False,True,False,True,False
684,512.0,3.0,0,684,528,2005.0,1196,12354,67.0,0.0,46,8,6,684,1920,2000,11.608235644774552,False,True,False,False,False,False,False,True,False,True,False,True,False
2402,0.0,2.0,1767,788,672,2008.0,2402,15431,105.0,200.0,72,5,10,3094,2008,2008,13.226723392728571,True,False,False,False,True,False,False,False,False,False,False,False,False
1440,0.0,4.0,133,1307,0,1980.0,1440,12108,92.0,270.0,0,4,4,1440,1955,1955,11.6784399034478,False,False,True,False,False,False,False,False,False,True,True,False,False
1128,445.0,3.0,0,1078,360,1930.0,1573,6240,52.0,0.0,0,7,5,1078,1930,1992,12.000891794590135,False,False,True,False,False,False,False,True,False,True,False,False,True
1258,0.0,2.0,0,1258,648,2007.0,1258,3922,53.0,72.0,16,5,7,1258,2006,2007,12.058152515453552,False,False,False,False,False,False,False,True,False,False,False,True,False
933,975.0,4.0,642,273,493,1994.0,1908,8750,70.0,0.0,133,5,7,915,1994,1995,12.254862809699606,False,False,True,False,True,False,False,False,False,True,False,True,False
1689,0.0,3.0,0,1436,480,1956.0,1689,9855,73.0,0.0,0,5,6,1436,1956,1956,11.755871643580615,False,False,True,False,False,False,False,True,False,True,False,False,True
1888,0.0,2.0,247,557,578,1966.0,1888,16492,137.0,0.0,0,6,6,1517,1966,2002,12.154779351142624,False,False,True,False,False,False,False,True,False,False,False,True,False
956,930.0,3.0,0,930,431,1998.0,1886,11214,69.0,0.0,0,5,7,930,1998,1999,12.205572520488492,False,False,True,False,False,False,False,True,False,False,False,True,False
780,596.0,3.0,0,780,198,1937.0,1376,8600,50.0,0.0,0,6,6,780,1937,1950,11.691071650353702,False,False,True,False,False,False,False,True,False,True,False,False,True
679,504.0,2.0,331,318,308,1981.0,1183,6000,50.0,0.0,176,7,3,649,1948,2002,11.695247021764184,False,False,True,False,False,False,False,False,False,True,False,False,True
813,0.0,2.0,0,813,270,1932.0,813,5684,70.0,0.0,113,8,6,813,1930,2005,11.608235644774552,False,False,True,False,False,False,False,True,False,True,False,True,False
1533,0.0,2.0,655,878,576,1975.0,1533,70761,62.0,0.0,54,5,7,1533,1975,1975,12.542544882151386,True,False,False,False,False,False,False,False,False,True,False,True,False
888,868.0,3.0,742,130,422,1996.0,1756,9303,69.0,42.0,122,5,6,872,1996,1997,12.225875272826354,False,False,True,False,False,False,False,False,False,False,False,False,True
786,0.0,3.0,0,768,676,2008.0,1590,9000,75.0,0.0,30,5,8,768,2008,2008,12.254862809699606,False,False,True,False,False,False,False,True,True,False,False,True,False
1728,0.0,4.0,1606,122,560,1976.0,1728,9297,63.0,0.0,0,5,5,1728,1976,1976,12.144197241812089,False,False,True,False,False,False,False,False,False,True,False,False,True
1242,0.0,3.0,916,326,528,1973.0,1242,9600,80.0,320.0,0,6,7,1242,1973,1973,12.075394321888057,False,False,True,False,False,False,False,False,False,True,False,False,True
624,720.0,4.0,0,624,513,1916.0,1344,4571,34.0,0.0,0,5,5,624,1916,1950,11.49272275765271,False,False,True,False,False,False,False,True,False,True,False,False,True
1663,0.0,2.0,1116,248,529,1954.0,1663,53227,69.0,0.0,137,6,4,1364,1954,1994,12.4529327234617,True,False,False,True,False,False,False,False,False,True,False,True,False
833,833.0,3.0,0,588,228,1925.0,1666,5100,69.0,0.0,63,7,8,588,1925,1996,11.9891596439666,False,False,True,False,False,False,False,True,False,True,False,True,False
979,224.0,3.0,185,524,352,1950.0,1203,7015,69.0,161.0,0,4,5,709,1950,1950,11.608235644774552,False,False,True,False,False,True,False,False,False,True,False,True,False
832,1103.0,3.0,544,288,552,2009.0,1935,8004,75.0,110.0,150,5,8,832,2009,2009,12.481561937216318,False,False,True,False,True,False,False,False,False,False,False,False,True
575,560.0,3.0,350,0,576,1971.0,1135,7200,60.0,0.0,0,9,7,560,1936,2007,11.951180395901384,False,False,True,False,False,False,False,False,True,False,False,True,False
864,0.0,3.0,553,0,360,1965.0,864,8281,60.0,0.0,0,5,5,864,1965,1965,11.041048081342682,False,False,True,False,False,False,True,False,False,True,False,False,True
849,811.0,3.0,326,389,240,1939.0,1660,11988,74.0,0.0,0,7,6,715,1934,1995,12.147913731356642,False,False,True,False,False,True,False,False,False,True,False,False,True
1040,0.0,3.0,616,424,0,1980.0,1040,8430,60.0,136.0,0,5,5,1040,1978,1978,11.728036844587177,False,False,True,False,False,False,True,False,False,True,False,False,True
1414,0.0,2.0,0,1375,398,2004.0,1414,3072,69.0,18.0,20,5,7,1375,2004,2004,12.093687514935382,False,False,True,False,False,False,False,True,False,False,False,True,False
1277,0.0,2.0,778,499,526,1970.0,1277,10628,85.0,0.0,0,5,7,1277,1970,1970,12.025749091398891,True,False,False,False,True,False,False,False,False,True,False,False,True
888,0.0,3.0,386,342,312,1942.0,1644,9480,79.0,224.0,0,7,5,728,1942,1995,11.894780707439258,False,False,True,False,False,True,False,False,False,True,False,True,False
1634,0.0,3.0,0,1626,866,2006.0,1634,11428,98.0,248.0,44,5,8,1626,2006,2006,12.429216196844385,False,False,True,False,False,False,False,True,False,True,False,True,False
832,878.0,3.0,426,406,506,1993.0,1710,9291,76.0,120.0,70,5,6,832,1993,1993,12.138863895836725,False,False,True,False,True,False,False,False,True,False,False,True,False
1502,0.0,1.0,368,0,528,1985.0,1502,6820,69.0,0.0,54,5,8,1488,1985,1985,12.26434155365415,False,False,False,False,True,False,False,False,True,False,False,True,False
1161,808.0,3.0,0,808,534,1977.0,1969,11952,92.0,0.0,0,6,7,808,1977,1977,12.154779351142624,False,False,True,False,False,False,False,True,True,False,False,False,True
1072,0.0,2.0,459,88,525,2005.0,1072,3675,35.0,80.0,28,5,6,547,2005,2005,11.904967552746252,True,False,False,False,False,False,False,True,False,True,False,False,True
1976,0.0,2.0,1350,626,908,2006.0,1976,14977,110.0,304.0,63,5,8,1976,2006,2007,12.994530005894443,True,False,False,False,False,False,False,True,True,False,False,True,False
1652,0.0,2.0,1196,298,499,2000.0,1652,5330,41.0,0.0,48,5,8,1494,2000,2000,12.43320821811392,False,False,False,False,True,False,False,False,True,False,False,False,False
970,0.0,2.0,630,340,624,1996.0,970,8480,80.0,0.0,24,6,5,970,1963,1963,11.794337924408412,False,False,True,False,True,False,False,False,False,True,False,False,True
1493,0.0,3.0,994,484,508,1997.0,1493,13125,75.0,215.0,39,5,6,1478,1997,1998,12.249610947544657,True,False,False,False,True,False,False,False,False,False,False,True,False
2069,574.0,3.0,0,2153,694,2006.0,2643,13693,105.0,772.0,84,5,9,2153,2006,2006,12.84792653170257,False,False,False,False,False,False,False,True,False,False,False,False,False
1718,0.0,3.0,1288,417,826,2007.0,1718,10637,79.0,336.0,44,5,8,1705,2007,2008,12.601487417784837,True,False,False,False,True,False,False,False,True,False,False,True,False
1131,0.0,3.0,168,739,672,1995.0,1131,5925,50.0,435.0,72,7,4,907,1937,2000,11.401669829409997,False,False,True,False,False,False,True,False,False,True,False,False,True
1850,0.0,3.0,1261,572,772,2004.0,1850,16033,98.0,378.0,112,5,9,1833,2004,2005,12.694652660348844,True,False,False,False,True,False,False,False,False,False,False,True,False
1792,0.0,2.0,1567,225,874,2003.0,1792,11846,72.0,562.0,49,5,9,1792,2003,2004,12.832011076396668,True,False,False,False,True,False,False,False,False,False,False,False,False
916,0.0,4.0,299,611,164,1915.0,1826,2500,50.0,0.0,0,8,7,910,1915,2005,11.951180395901384,False,False,True,False,False,False,False,False,False,True,False,False,False
1216,0.0,2.0,897,319,402,1998.0,1216,4500,32.0,116.0,125,5,6,1216,1998,1998,12.007621706806336,False,False,True,False,True,False,False,False,False,True,False,False,True
999,0.0,3.0,588,411,264,1963.0,999,7758,69.0,0.0,132,7,5,999,1962,2001,11.794337924408412,False,False,True,False,False,False,False,False,False,True,False,True,False
1113,0.0,3.0,607,506,264,1950.0,1113,9600,80.0,0.0,80,7,5,1113,1950,2007,11.898187865760873,False,False,True,False,False,False,False,False,False,True,False,True,False
1073,0.0,3.0,836,237,515,1965.0,1073,10289,79.0,168.0,0,7,5,1073,1965,1965,11.957611286231677,False,False,True,False,False,False,False,False,True,False,False,False,True
1484,0.0,3.0,998,486,487,1971.0,1484,12243,70.0,0.0,0,6,5,1484,1971,1971,12.072541252905651,False,False,False,False,False,False,False,False,False,True,False,False,True
1766,648.0,3.0,664,290,520,1970.0,2414,10800,60.0,0.0,0,4,5,954,1900,1970,11.982929094215963,False,False,True,True,False,False,False,False,False,True,False,False,True
630,0.0,3.0,515,115,286,1970.0,630,1526,21.0,0.0,0,8,4,630,1970,2002,11.362102575235644,False,False,False,False,True,False,False,False,False,True,False,True,False
616,688.0,3.0,0,264,336,1976.0,1304,2665,69.0,0.0,24,6,5,264,1976,1976,11.652687407345388,False,True,False,False,False,False,False,True,False,False,False,False,True
958,620.0,3.0,403,238,240,1941.0,1578,9490,79.0,0.0,0,7,6,806,1941,1950,11.79810440720389,False,False,True,True,False,False,False,False,False,True,True,False,False
728,728.0,3.0,0,728,429,2006.0,1456,15578,105.0,0.0,0,5,6,728,2006,2006,12.059803326028716,False,False,True,False,False,False,False,True,True,False,False,False,True
1269,0.0,3.0,374,363,308,1964.0,1269,7931,70.0,0.0,0,6,5,1269,1960,1960,11.951180395901384,False,False,True,True,False,False,False,False,False,True,False,False,True
886,0.0,2.0,0,190,273,1938.0,886,5784,50.0,0.0,20,8,5,190,1938,1996,11.42190606658306,False,False,True,False,False,False,False,True,False,True,False,False,True
720,0.0,2.0,495,225,0,1980.0,720,7879,60.0,0.0,523,5,4,720,1920,1950,10.46024210819052,False,False,True,False,False,False,True,False,False,True,False,False,True
3228,0.0,3.0,1231,1969,546,1992.0,3228,12692,69.0,0.0,75,5,8,3200,1992,1993,12.971540487669746,False,False,True,False,True,False,False,False,False,True,False,True,False
1133,687.0,4.0,329,697,240,1925.0,1820,9120,60.0,0.0,100,6,7,1026,1925,1950,12.122691036591124,False,False,True,False,False,False,True,False,False,True,False,False,True
899,0.0,3.0,450,414,288,1967.0,899,7800,65.0,89.0,0,7,5,864,1967,2004,11.77528972943772,False,False,True,False,False,False,False,False,False,False,False,True,False
912,0.0,2.0,111,522,297,1958.0,912,7535,70.0,0.0,285,7,5,912,1958,1985,11.695247021764184,False,False,True,True,False,False,False,False,False,False,False,False,True
672,546.0,3.0,356,316,264,1973.0,1218,1890,21.0,285.0,28,5,6,672,1973,1973,11.635143097694478,False,False,True,True,False,False,False,False,False,True,False,False,True
866,902.0,3.0,400,466,603,2005.0,1768,9803,75.0,0.0,108,5,7,866,2005,2005,12.33138283649562,False,False,True,False,True,False,False,False,True,False,False,True,False
1214,0.0,2.0,698,420,461,1965.0,1214,9170,70.0,0.0,0,7,5,1214,1965,1965,11.84939770159144,False,False,True,False,False,False,False,False,False,True,False,False,True
1801,0.0,1.0,1247,254,484,1959.0,1801,15602,100.0,0.0,54,8,7,1501,1959,1997,12.57418196709457,False,False,True,False,False,False,False,False,False,False,False,False,True
855,0.0,3.0,257,103,440,1974.0,1322,2308,24.0,0.0,0,5,6,855,1974,1974,11.898187865760873,False,False,True,False,False,False,False,False,False,True,False,False,True
960,1000.0,4.0,0,960,400,1952.0,1960,7596,60.0,360.0,0,5,5,960,1952,1952,11.7320609948869,False,False,True,False,False,False,False,True,False,True,False,False,True
1065,846.0,3.0,380,397,471,1993.0,1911,9554,80.0,125.0,81,5,8,777,1993,1994,12.2783933071098,False,False,True,False,False,False,False,True,True,False,False,True,False
1218,0.0,2.0,27,1191,676,2009.0,1218,7862,75.0,0.0,102,5,6,1218,2009,2009,12.246734627249063,False,False,True,False,True,False,False,False,False,False,False,True,False
689,689.0,3.0,141,548,360,1928.0,1378,9600,60.0,0.0,0,9,7,689,1928,2005,11.9891596439666,False,False,True,False,False,False,True,False,False,True,False,True,False
1041,0.0,3.0,991,50,270,1959.0,1041,9600,80.0,132.0,88,6,5,1041,1959,1959,11.7320609948869,False,False,True,False,False,False,False,False,True,False,False,False,True
1363,0.0,2.0,650,178,288,1951.0,1363,14559,75.0,70.0,42,7,5,1008,1951,2000,12.01309450854769,False,False,True,True,False,False,False,False,False,True,False,False,True
1368,0.0,2.0,0,1368,474,2005.0,1368,6792,40.0,94.0,35,5,7,1368,2005,2006,12.219309648562168,False,False,True,False,False,False,False,True,False,True,False,True,False
864,0.0,3.0,521,169,624,1964.0,864,9100,70.0,0.0,0,5,5,864,1958,1958,11.77452020265869,False,False,True,True,False,False,False,False,False,True,False,False,True
1080,0.0,3.0,336,748,484,1983.0,1080,9187,71.0,0.0,0,5,6,1084,1983,1983,11.805595078933049,False,False,True,False,False,False,False,False,False,True,False,False,True
789,0.0,2.0,0,768,200,1926.0,789,10594,55.0,0.0,0,5,5,768,1926,1950,11.477298287327075,False,False,True,False,False,False,False,True,False,True,False,False,True
2020,0.0,3.0,1436,570,900,2009.0,2020,12220,94.0,305.0,54,5,10,2006,2009,2009,12.906346868281233,False,False,True,False,True,False,False,False,False,False,False,False,False
1378,741.0,3.0,0,689,583,1972.0,2119,10448,69.0,333.0,104,6,6,689,1972,1972,11.970350312009105,False,False,True,False,False,False,False,True,False,True,False,False,True
1277,1067.0,3.0,0,1264,889,1996.0,2344,10208,79.0,921.0,0,5,7,1264,1996,1997,12.48748510496836,False,False,True,False,False,False,False,True,True,False,False,True,False
882,914.0,3.0,706,88,546,1998.0,1796,9531,69.0,0.0,36,5,6,794,1998,1998,12.259613412458204,False,True,False,False,True,False,False,False,True,False,False,False,True
1276,804.0,3.0,0,1276,282,1926.0,2080,10918,53.0,0.0,0,9,7,1276,1926,2004,12.36307639433984,False,False,True,False,False,False,False,True,False,True,False,True,False
694,600.0,3.0,0,0,0,1980.0,1294,10800,60.0,0.0,114,7,4,0,1900,2000,11.573550086786664,False,False,True,False,False,False,False,True,False,True,False,False,True
1244,0.0,3.0,777,467,336,1957.0,1244,11988,90.0,0.0,40,6,6,1244,1957,1957,11.918390573078392,False,False,True,False,False,False,True,False,False,True,False,False,True
1004,0.0,3.0,399,605,420,1950.0,1664,5000,50.0,0.0,24,7,6,1004,1947,1950,11.976659481202368,False,False,True,False,False,False,False,False,False,True,False,False,True
3138,1538.0,3.0,2260,878,884,2007.0,4676,40094,130.0,762.0,406,5,10,3138,2007,2008,12.126758838810447,True,False,False,False,True,False,False,False,False,False,False,False,False
1383,1015.0,3.0,719,660,834,1996.0,2398,11787,95.0,594.0,60,5,7,1379,1996,1997,12.662706040212738,False,False,True,False,False,False,False,True,False,False,False,True,False
1266,0.0,3.0,0,1257,453,2005.0,1266,7500,62.0,0.0,144,5,7,1257,2005,2005,12.078239274020287,False,False,True,False,False,False,False,True,False,True,False,True,False
928,0.0,2.0,377,551,252,1956.0,928,13300,70.0,0.0,0,7,5,928,1956,2000,11.790557201568507,False,False,True,False,False,False,True,False,False,True,False,False,True
1476,1237.0,3.0,1330,122,858,2008.0,2713,14948,67.0,268.0,66,5,9,1452,2008,2008,13.008659261632127,False,False,False,False,True,False,False,False,False,False,False,False,False
605,0.0,2.0,348,180,0,1980.0,605,9098,58.0,0.0,0,7,4,528,1920,2002,11.362102575235644,False,True,False,False,False,False,False,True,False,True,False,False,True
2515,0.0,4.0,1219,816,484,1975.0,2515,32668,69.0,0.0,0,3,6,2035,1957,1975,12.209187788430318,False,False,True,False,False,False,True,False,False,True,False,False,True
1509,0.0,3.0,783,678,600,1988.0,1509,10200,85.0,219.0,0,5,6,1461,1988,1989,12.072541252905651,False,False,False,False,True,False,False,False,True,False,False,True,False
751,611.0,3.0,0,611,502,1920.0,1362,6155,60.0,0.0,0,8,6,611,1920,1999,11.759785542901756,False,True,False,False,False,False,False,True,False,False,False,False,True
827,0.0,2.0,0,0,392,1967.0,827,7200,60.0,0.0,0,7,5,0,1955,2007,11.585246126549857,False,False,True,False,False,False,False,True,False,True,False,False,True
334,0.0,1.0,0,0,0,1980.0,334,5000,50.0,0.0,0,3,1,0,1946,1950,10.578979797857352,False,False,True,False,False,False,False,True,False,True,True,False,False
707,707.0,3.0,0,707,403,2004.0,1414,9056,74.0,0.0,35,5,8,707,2004,2004,12.089538829274222,False,False,False,False,False,False,False,True,False,False,False,True,False
820,527.0,3.0,969,148,0,1980.0,1347,7000,70.0,0.0,0,7,5,1117,1910,1991,11.585246126549857,True,False,False,False,True,False,False,False,False,True,False,False,True
880,844.0,3.0,0,880,527,1998.0,1724,8924,57.0,0.0,155,5,7,880,1998,1999,12.144197241812089,False,False,False,False,False,False,False,True,False,False,False,True,False
864,0.0,3.0,600,264,576,1980.0,864,12735,69.0,0.0,0,5,4,864,1972,1972,11.619535200028489,False,False,True,True,False,False,False,False,False,True,False,False,True
1159,0.0,3.0,673,378,336,1968.0,1159,11553,69.0,188.0,0,5,5,1051,1968,1968,11.970350312009105,False,False,True,True,False,False,False,False,False,True,False,False,True
1601,0.0,3.0,1358,223,670,2001.0,1601,11423,69.0,479.0,0,5,8,1581,2001,2002,12.513557345278134,False,False,False,False,True,False,False,False,True,False,False,True,False
1838,0.0,2.0,1260,578,765,2006.0,1838,14601,85.0,584.0,68,5,9,1838,2006,2006,12.66032791780777,False,False,False,False,True,False,False,False,False,True,False,False,False
997,1288.0,4.0,0,969,648,2000.0,2285,11000,69.0,72.0,56,5,8,969,2000,2000,12.421184025147118,False,False,True,False,False,False,False,True,False,False,False,True,False
1680,0.0,3.0,144,379,583,1998.0,1680,10140,78.0,0.0,73,5,7,1650,1998,1999,12.270220465353926,False,False,True,False,False,True,False,False,False,False,False,True,False
767,0.0,1.0,584,0,367,1998.0,767,4058,34.0,182.0,40,5,7,723,1998,1998,11.79810440720389,False,False,False,False,True,False,False,False,False,False,False,False,True
